datasetId,openFemaDataSet,datasetVersion,name,title,description,type,sortOrder,isSearchable,isNestedObject,isNullable,primaryKey,id,lastRefresh,hash
openfema-70,HmaSubapplicationsProjectSiteInventories,1,lotSize,Lot Size,Size of lot in acres. This is a required field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for Vacant land Project Site Inventory Types.,"decimal(9,2)",19,1,0,1,0,fdd4f434-5b38-4ad8-a3d5-9fd989c17a1a,2023-09-28T21:22:19.859Z,3d8023ede8854ce75bd3f181955a47bb7d584f0c
openfema-70,HmaSubapplicationsProjectSiteInventories,1,yearBuilt,Year Built,"Year the project site inventory was built. As a user entered field, it is possible that a minimal amount of erroneous data exists. This is a required field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for Building and Infrastructure/Utility/Other Project Site Inventory Types.",smallint,20,1,0,1,0,b4a1c428-faef-4061-9bc6-63a0dab152d6,2023-09-28T21:22:19.859Z,e64214ab859c840fa0879c9ec8e3ecc05e42fb43
openfema-70,HmaSubapplicationsProjectSiteInventories,1,firstFloorElevation,First Floor Elevation,First Floor Elevation in feet for the project site inventory. This is a conditional field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for Building Project Site Inventory Types that is dependent when Primary Mitigation Action or Secondary Mitigation Action is 'Elevation'.,"decimal(9,4)",21,1,0,1,0,89c0d235-2611-4f9f-ac18-0f0b2234bed8,2023-09-28T21:22:19.859Z,264b14be0282bbb8ff21b607c23437fbe6fe3c41
openfema-70,HmaSubapplicationsProjectSiteInventories,1,feetAboveBaseFloodElevation,Feet Above Base Flood Elevation (BFE),Number of feet the lowest floor is proposed to be raised above Base Flood Elevation (BFE). This is a conditional field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for Building Project Site Inventory Types that is dependent when Primary Mitigation Action or Secondary Mitigation Action is 'Elevation' or 'Mitigation Reconstruction'.,"decimal(9,4)",22,1,0,1,0,c052b604-e3ff-48ff-9d63-fdcc4ae68c56,2023-09-28T21:22:19.859Z,3b31e4c56986f0ffccd711b757c8059eb2554449
openfema-70,HmaSubapplicationsProjectSiteInventories,1,baseFloodElevation,Base Flood Elevation (BFE),"Based Flood Elevation (BFE) in feet at the project site inventory location. For more information on BFE, see https://www.fema.gov/node/404233. Values of -9999 are equivalent to null. This is an optional field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for all Project Site Inventory Types.","decimal(9,2)",23,1,0,1,0,6a0dee36-0f04-4920-b2d4-4b2b3731899b,2023-09-28T21:22:19.859Z,f8b8820126ccd688d201994cfea661b8328e49ec
openfema-70,HmaSubapplicationsProjectSiteInventories,1,floodZone,Flood Zone,"Flood Zone at the project site inventory location. For more information on Flood Zones, see https://www.fema.gov/glossary/flood-zones. This is a required field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for all Project Site Inventory Types.",text,24,1,0,1,0,8c1c430b-01ef-4d2d-aee6-3437a6fb2a88,2023-09-28T21:22:19.859Z,9c242d48ac660544fd5b42e6dba7ceec9571d9c6
openfema-70,HmaSubapplicationsProjectSiteInventories,1,estimatedPurchasePrice,Estimated Purchase Price,"Estimated amount in U.S. dollars to mitigate the project site inventory. As a user entered field, the value can be $0. This is a required field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for all Project Site Inventory Types.","decimal(12,2)",25,1,0,1,0,2c581158-a261-4f78-b4b3-aa697e5faeb7,2023-09-28T21:22:19.859Z,ba485508f05e44570faaf127d3dea3635ef02e07
openfema-70,HmaSubapplicationsProjectSiteInventories,1,proposedLandUse,Proposed Land Use,"Proposed land use post mitigation (e.g., Park, Wetland, Vacant Land, Other, etc.). This is a required field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for Vacant Land Project Site Inventory Types.",text,26,1,0,1,0,ace13ebb-3a3b-4cb0-ac53-d1520712d4fe,2023-09-28T21:22:19.859Z,cd09b0c1d9c7febbe831d728b2c60538bc92f030
openfema-70,HmaSubapplicationsProjectSiteInventories,1,currentlyRented,Currently Rented,Indicates if the project site inventory is currently rented. This is a required field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for Building and Vacant Land Project Site Inventory Types. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.,boolean,27,1,0,1,0,6d0541e3-8dab-4d8e-81b0-c9a260d38002,2023-09-28T21:22:19.859Z,aa2169a08abc9aa68237fe5f6d242b5543eaa670
openfema-70,HmaSubapplicationsProjectSiteInventories,1,criticalFacility,Critical Facility,Indicates if the project site inventory is a critical facility identified by subapplicant/subrecipient's hazard mitigation plan. This is a required field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for Building and Infrastructure/Utility/Other Project Site Inventory Types. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.,boolean,28,1,0,1,0,c8f87a3b-0775-4067-9059-a53a938565e4,2023-09-28T21:22:19.859Z,8924f3d044a0f7e9783d9e01521a40d932040843
openfema-70,HmaSubapplicationsProjectSiteInventories,1,alternateStructure,Alternate Structure,"Indicates if the project site inventory is an alternate structure. All properties to be mitigated must be identified, including alternate properties that may be substituted should a property be withdrawn. This is a required field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for all Project Site Inventory Types. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.",boolean,29,1,0,1,0,fff389a8-d54d-443f-973f-3e12351babf3,2023-09-28T21:22:19.859Z,43ebee87841e1cba65eb7bbd3523942caaedaf74
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,communityIdNumber,Community ID (CID),A unique identifier given to all communities in the National Flood Insurance Program (NFIP). It assists in quickly identifying specific communities and associated flood risk information when using FEMA's management systems.,text,2,1,0,1,0,941fc83b-dc2d-4dfc-b5f2-76f4633335fd,2024-02-09T21:50:43.216Z,07eabd7ef555e9397164b5a25cc74c5d006cddc3
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,stateCode,FIPS State Code,"FIPS two-digit numeric code used to identify the United States, the District of Columbia, US territories, outlying areas of the US and freely associated states",text,3,1,0,1,0,17c35b8f-f7d9-43f0-82b9-4fb8aa79e9fe,2024-02-09T21:50:43.216Z,eb0f3d40edce8b08e1592b21a22cdad731c041f5
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,countyCode,FIPS County Code,"FIPS three-digit numeric code used to identify counties and county equivalents in the United States, the District of Columbia, US territories, outlying areas of the US and freely associated states. Please note that Indian Reservations are not counties and thus will not have a FIPS county code. Multiple counties may exist and are delimited with a pipe (|) character.",text,4,1,0,1,0,31c84f62-fab9-40a6-9a81-52cc5fc7d118,2024-02-09T21:50:43.216Z,dc303c3273f29931f8428b58e299627cddd27787
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,censusGeoid,Census Geoid,Numeric code that uniquely identify all administrative/legal and statistical geographic areas for which the Census Bureau tabulates data.,text,5,1,0,1,0,ab3003a6-ba28-4898-91c2-7ebfcceca5ac,2024-02-09T21:50:43.216Z,4bb8e703e20ed90501c9628c415000f12f8c48a4
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,county,County,"The name of a U.S. county, parish, borough, independent city or other political subdivision of a U.S. state or territory. Multiple counties may exist and are delimited with a pipe (|) character.",text,6,1,0,1,0,8aea798f-be90-47e6-86aa-f81d93d9eb25,2024-02-09T21:50:43.216Z,a89f5c6c797146458238614993fdf51cd95fbf5c
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,communityName,Community Name,"Name of the NFIP community, generally, representing the lowest level of government with land use authority. Not every city or town is recognized as its own community with the NFIP. Each state or territory determines land use authority granted to counties/parishes/boroughs, towns/cities, tribal area, etc. within their own jurisdiction",text,7,1,0,1,0,07ad1f0b-3d3f-4860-9bde-dce7f067c3cd,2024-02-09T21:50:43.216Z,331822c61526eb4a95b9d9f04e928c57fa3678d3
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,communityNameShort,Community Name Short,"A shortened version of the Community Name - stripped of any suffice such as ""Town of""",text,8,1,0,1,0,9a92be40-244d-4f5a-8658-26670800a0b2,2024-02-09T21:50:43.216Z,fdeadb824b81d7824a51fa66797e3110a40ed3e1
openfema-70,HmaSubapplicationsProjectSiteInventories,1,substantiallyDamaged,Substantially Damaged,"Indicates if the project site inventory is substantially damaged. The term 'substantial damage' applies to a structure in a Special Flood Hazard Area  or floodplain  for which the total cost of repairs is 50 percent or more of the structures market value before the disaster occurred, regardless of the cause of damage. This percentage rule can vary among jurisdictions. This is a required field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for Building Project Site Inventory Types. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.",boolean,30,1,0,1,0,699e455b-6c81-43dc-a1ac-422843bdf42a,2023-09-28T21:22:19.859Z,580416cd6ee04da87f22afcd9b2c61b8f9bd5be3
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,censusYear,Census Year,The Census Year assiciated with the data.,smallint,9,1,0,1,0,a76429ab-b87f-4044-b08a-bb5a64a09f8f,2024-02-09T21:50:43.216Z,9c84e415597598912044c2a6c537ea5e91015788
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,censusPopulationEntire,Census Population Entire,Census Population derived from blocks: Entire Community,integer,10,1,0,1,0,9623b356-0bd7-43d7-a36f-458661d57164,2024-02-09T21:50:43.216Z,113b6442a9ad3aa78829e52167dba0c8352c2a49
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,censusHousingUnitsEntire,Census Housing Units Entire,Census Housing Units derived from blocks: Entire Community,integer,11,1,0,1,0,064295a2-23ec-420f-96fb-ae2b884c0207,2024-02-09T21:50:43.216Z,809da13662b1959556e3faca7d1fb26639a3a812
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,landAreaEntire,Land Area Entire,Land area of an entire community in square kilometers.,float,12,1,0,1,0,88e206db-d4a5-4e0e-8ddd-2d16f78cb38f,2024-02-09T21:50:43.216Z,f72b4fb0b4624d695b7504d1f16c78f67bccda43
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,censusPopulationPunched,Census Population Punched,Census Population derived from blocks: Remainder after flattening,integer,13,1,0,1,0,394a99a6-ef8a-4977-8458-fc8c90e65279,2024-02-09T21:50:43.216Z,c0b2d5c99a2635ee006e36766a20e316c9c48bb0
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,censusHousingUnitsPunched,Census Housing Units Punched,Census Housing Units derived from blocks: Remainder after flattening,integer,14,1,0,1,0,b64f5e10-2ec7-4299-b5d6-23edfea67292,2024-02-09T21:50:43.216Z,2fa65b68410caca47e75f6c874d010997a9ffb2a
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,landAreaPunched,Land Area Punched,Area of community after flattening in square kilometers.,float,15,1,0,1,0,0c4a14fb-f438-4257-ba77-c693687b4c90,2024-02-09T21:50:43.216Z,90d0ec739abeb34f0425c482567046443d2c101f
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,cisType,CIS Type,CIS Government Unit (Derived from CIS Name),text,16,1,0,1,0,491af229-2937-4755-8a54-e0735c8a6cfa,2024-02-09T21:50:43.216Z,0ce7d09fd44005bc47ba03859b5fab64edf9fd70
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,cisSource,CIS Source,Source of CIS data; typically PIVOT,text,17,1,0,1,0,a371da57-577d-41a4-aeb8-e61005e46c0d,2024-02-09T21:50:43.216Z,edae7b2d7def333e6aba6b570a1bcce3bb1f23e7
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,geometrySource,Geometry Source,Source of geometry,text,18,1,0,1,0,be2a313f-375b-4358-a881-5740cff91240,2024-02-09T21:50:43.216Z,d91408f7997e246f6b7b7e7ddfb0dd785abe8611
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,alternateName,Alternate Name,Alternate non-census name,text,19,1,0,1,0,950ceae5-f8d2-47fa-96d8-7a114d908e2d,2024-02-09T21:50:43.216Z,1ca4d4f0637b70a5bc6cd9fa6d613be3a8363617
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,censusClassCodes,Census Class Codes,Census Class codes: https://www.census.gov/library/reference/code-lists/class-codes.html,text,20,1,0,1,0,c507a346-9721-4ba9-91fd-21458d8cfa33,2024-02-09T21:50:43.216Z,6f46a46c82eeb98c4912c9f36786cb9747d46e1c
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,censusFunctionalStatusCodes,Census Functional Status Codes,Census Functional status codes: https://www.census.gov/library/reference/code-lists/functional-status-codes.html,text,21,1,0,1,0,5aa0e4e0-2edc-4c80-b1f9-aadb9f4b0dbb,2024-02-09T21:50:43.216Z,ded20d5a5e0e9332b367ff438937e3f25a8ba43a
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,layerTypeCode,Layer Type Code,"Includes the following types: Tribe, County, Consolidated City, Statistical Area, SLUA, Place (multi-county), Maine Town/Township, County Subdivision, Place",text,22,1,0,1,0,c9112f43-dfd4-4534-a129-e0d3027f7bc6,2024-02-09T21:50:43.216Z,6890cb5a4d3019d83e74bdb7fce053e3e9d785b9
openfema-75,NfipCommunityLayerNoOverlapsWhole,1,layerGeometry,Layer Geometry,Polygon or multipolygon coordinates of the layer that the community area encompases.,geometry,23,1,0,0,0,7bdc4fd5-3c1e-48a8-b3af-ef9fdfd48ffa,2024-02-09T21:50:43.216Z,d7484141444f5f4b93f8c74c545d723b57862baf
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,id,Record Identifier,Unique ID assigned to the record,integer,1,1,0,0,1,c1663a4b-f743-407c-ba36-d319bba2d3a9,2024-02-09T21:50:43.216Z,fca40ec9f62881521d69c1f022d38552bc84a83d
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,communityIdNumber,Community ID (CID),A unique identifier given to all communities in the National Flood Insurance Program (NFIP). It assists in quickly identifying specific communities and associated flood risk information when using FEMA's management systems.,text,2,1,0,1,0,3f81933c-040f-4764-a831-0a528a263d7b,2024-02-09T21:50:43.216Z,26259e93c7d3119fca5a03fa251eefc0fc5dd4ca
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,stateCode,FIPS State Code,"FIPS two-digit numeric code used to identify the United States, the District of Columbia, US territories, outlying areas of the US and freely associated states",text,3,1,0,1,0,07160274-82fa-44e3-b718-34625b309fad,2024-02-09T21:50:43.216Z,abff67a1268d11943e63531625af97adb58afd2c
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,countyCode,FIPS County Code,"FIPS three-digit numeric code used to identify counties and county equivalents in the United States, the District of Columbia, US territories, outlying areas of the US and freely associated states. Please note that Indian Reservations are not counties and thus will not have a FIPS county code.",text,4,1,0,1,0,0e4006a8-4e3c-49ad-9a8a-104b352fecf4,2024-02-09T21:50:43.216Z,74f835517f99e1e2432726367a1a4b644eb842d7
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,censusGeoid,Census Geoid,Numeric code that uniquely identify all administrative/legal and statistical geographic areas for which the Census Bureau tabulates data.,text,5,1,0,1,0,78ef1ae5-4fce-43d3-870a-017846fd9bcb,2024-02-09T21:50:43.216Z,7ec1747ac31ebd823436f5fff722dc7b6d975fff
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,county,County,"The name of a U.S. county, parish, borough, independent city or other political subdivision of a U.S. state or territory",text,6,1,0,1,0,be1b8328-f8e6-49b1-adb7-60b718f6ef9e,2024-02-09T21:50:43.216Z,2afba57409dc3d9298dabbe1cd3d267db83ee443
openfema-70,HmaSubapplicationsProjectSiteInventories,1,publiclyOwned,Publicly Owned,Indicates if the project site inventory is publicly owned. This is a required field in the Structure Attributes subsection from the Project Site Inventory section in FEMA GO for Infrastructure/Utility/Other Project Site Inventory Types. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.,boolean,31,1,0,1,0,c2f90cc9-6f89-4aac-a9c0-1ae2018866f8,2023-09-28T21:22:19.859Z,5263a842c47a13c0212cf438f5474fe3f90091ae
openfema-70,HmaSubapplicationsProjectSiteInventories,1,insured,Insured,Indicates if the project site inventory is insured. This is a required field in the Insurance Information subsection from the Project Site Inventory section in FEMA GO for all Project Site Inventory Types.,boolean,32,1,0,1,0,64269f02-ec19-4aa1-8aa0-e411de2c9c65,2023-09-28T21:22:19.859Z,4d1d4a6b3e55edc99177900d484ab43545db6f13
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,communityName,Community Name,"Name of the NFIP community, generally, representing the lowest level of government with land use authority. Not every city or town is recognized as its own community with the NFIP. Each state or territory determines land use authority granted to counties/parishes/boroughs, towns/cities, tribal area, etc. within their own jurisdiction",text,7,1,0,1,0,13e67975-2f18-4a9f-b91c-51afa7486acc,2024-02-09T21:50:43.216Z,c96771ecdc3f3275ad8d208f23cfed93dce11cf5
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,communityNameShort,Community Name Short,Name stripped of suffix,text,8,1,0,1,0,25ab2ffa-a1f1-4df1-968b-fd0ea9ba697f,2024-02-09T21:50:43.216Z,10cef73a9d6c9dd48d9c5ae3e9c5bd79deae1e87
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,censusYear,Census Year,The Census Year associated with the data.,smallint,9,1,0,1,0,282b1cd1-2569-4c0f-a8ee-e6a1b0de1054,2024-02-09T21:50:43.216Z,620631dc0d805d8342204800a1d00833e17ff8a7
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,censusPopulationEntire,Census Population Entire,Census Population derived from blocks: Entire Community,integer,10,1,0,1,0,7cee98e4-a4bb-4799-98fd-59cbe349aed2,2024-02-09T21:50:43.216Z,9e64ff675ec051b5bba47a2c6bf78a0e5e39e73c
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,censusHousingUnitsEntire,Census Housing Units Entire,Census Housing Units derived from blocks: Entire Community,integer,11,1,0,1,0,a041cf5a-e755-49ab-a324-d6e112ba3d50,2024-02-09T21:50:43.216Z,6b9718936bb81930dec10adf8d92116bb5c91012
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,landAreaEntire,Land Area Entire,Land area of an entire community in square kilometers.,float,12,1,0,1,0,675d013c-34ff-4c9b-b8c8-7b2e6af9d039,2024-02-09T21:50:43.216Z,636429be899a281455871bff4b81e21024374c3e
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,censusPopulationPunched,Census Population Punched,Census Population derived from blocks: Remainder after flattening,integer,13,1,0,1,0,3a0f4127-1c6a-47cc-a4f2-3818e7b6b8eb,2024-02-09T21:50:43.216Z,dab56da2c4bbcc44e38a1ccf0ecc28514f861b47
openfema-76,NfipCommunityLayerNoOverlapsSplit,1,censusHousingUnitsPunched,Census Housing Units Punched,Census Housing Units derived from blocks: Remainder after flattening,integer,14,1,0,1,0,66a3c778-80ee-4f86-96a7-36dc838d3c4f,2024-02-09T21:50:43.216Z,f053d7f7b6f2a17f4fb2e95304225bb76dd54fde
